"Driver.Age.Mean","Driver.Age.Median","Driver.Age.Sum","Total.Injured.Mean","Total.Injured.Median","Total.Injured.Sum","Total.Killed.Mean","Total.Killed.Median","Total.Killed.Sum","Total.Vehicles.Involve.Mean","Total.Vehicles.Involve.Median","Total.Vehicles.Involve.Sum","Crash.Hour.Mean","Crash.Hour.Median","Crash.Hour.Sum","Driver.Sex.M","Driver.Sex.F","Driver.Sex.M.pct","Driver.Sex.F.pct","Alcohol.Involved.Y","Alcohol.Involved.N","Alcohol.Involved.Y.pct","Alcohol.Involved.N.pct","Cell.Phone.In.Use.Flag.Y","Cell.Phone.In.Use.Flag.N","Cell.Phone.In.Use.Flag.Y.pct","Cell.Phone.In.Use.Flag.N.pct","Crash.Day.Of.Week.M","Crash.Day.Of.Week.TU","Crash.Day.Of.Week.W","Crash.Day.Of.Week.TH","Crash.Day.Of.Week.F","Crash.Day.Of.Week.SA","Crash.Day.Of.Week.S","Crash.Day.Of.Week.M.pct","Crash.Day.Of.Week.TU.pct","Crash.Day.Of.Week.W.pct","Crash.Day.Of.Week.TH.pct","Crash.Day.Of.Week.F.pct","Crash.Day.Of.Week.SA.pct","Crash.Day.Of.Week.S.pct","Crash.Weekend.TRUE","Crash.Weekend.FALSE","Crash.Weekend.TRUE.pct","Crash.Weekend.FALSE.pct","Crash.Weekday.TRUE","Crash.Weekday.FALSE","Crash.Weekday.TRUE.pct","Crash.Weekday.FALSE.pct","Latitude","Longitude","Crash.Count","Crash.Count.Rank"
40.462962962963,39,2185,0.581818181818182,0,32,0,0,0,2.63636363636364,2,145,10.6666666666667,9,544,34,20,62.963,37.037,0,55,0,100,2,53,3.6364,96.3636,14,16,11,2,9,3,0,25.4545,29.0909,20,3.6364,16.3636,5.4545,0,3,52,5.4545,94.5455,18,37,32.7273,67.2727,"40.3332","-74.6359",55,737860
27.2093023255814,20,1170,0.240740740740741,0,13,0,0,0,2.03703703703704,2,110,13.9444444444444,14,753,20,23,46.5116,53.4884,0,54,0,100,0,54,0,100,12,14,12,6,8,2,0,22.2222,25.9259,22.2222,11.1111,14.8148,3.7037,0,2,52,3.7037,96.2963,20,34,37.037,62.963,"40.2511","-74.6522",54,737859
42.0392156862745,41,2144,0.274509803921569,0,14,0,0,0,2.01960784313725,2,103,13.0454545454545,11,574,27,24,52.9412,47.0588,0,51,0,100,0,51,0,100,10,4,10,5,9,12,1,19.6078,7.8431,19.6078,9.8039,17.6471,23.5294,1.9608,12,39,23.5294,76.4706,9,42,17.6471,82.3529,"40.3288","-74.6466",51,737858
40.5909090909091,36.5,1786,0.1,0,5,0,0,0,1.92,2,96,13.14,14,657,21,27,43.75,56.25,0,50,0,100,0,50,0,100,6,8,15,5,10,5,1,12,16,30,10,20,10,2,5,45,10,90,13,37,26,74,"40.3118","-74.6283",50,737857
40.2285714285714,39,1408,0.102040816326531,0,5,0,0,0,2.02040816326531,2,99,11.2765957446809,9,530,15,19,44.1176,55.8824,0,49,0,100,0,49,0,100,8,6,8,3,7,13,4,16.3265,12.2449,16.3265,6.1224,14.2857,26.5306,8.1633,13,36,26.5306,73.4694,9,40,18.3673,81.6327,"40.3497","-74.6597",49,737855.5
41.5744680851064,40,1954,0.448979591836735,0,22,0,0,0,2.18367346938776,2,107,13.9333333333333,17,627,27,20,57.4468,42.5532,0,49,0,100,0,49,0,100,12,5,10,4,9,9,0,24.4898,10.2041,20.4082,8.1633,18.3673,18.3673,0,9,40,18.3673,81.6327,9,40,18.3673,81.6327,"40.2703","-74.593",49,737855.5
41.0681818181818,42.5,1807,0.395833333333333,0,19,0,0,0,1.95833333333333,2,94,13.1666666666667,13,474,26,18,59.0909,40.9091,0,48,0,100,0,48,0,100,8,4,3,8,8,6,11,16.6667,8.3333,6.25,16.6667,16.6667,12.5,22.9167,6,42,12.5,87.5,12,36,25,75,"40.3504","-74.6572",48,737853.5
45.0625,45.5,2163,0.0625,0,3,0,0,0,2.125,2,102,14.0243902439024,14,575,26,22,54.1667,45.8333,0,48,0,100,0,48,0,100,7,8,4,12,9,6,2,14.5833,16.6667,8.3333,25,18.75,12.5,4.1667,6,42,12.5,87.5,20,28,41.6667,58.3333,"40.3316","-74.6377",48,737853.5
45.3571428571429,45,1905,0.181818181818182,0,8,0,0,0,1.95454545454545,2,86,11.5833333333333,12,417,25,17,59.5238,40.4762,0,44,0,100,0,44,0,100,6,8,6,10,2,6,6,13.6364,18.1818,13.6364,22.7273,4.5455,13.6364,13.6364,6,38,13.6364,86.3636,18,26,40.9091,59.0909,"40.3483","-74.6645",44,737852
37.6904761904762,39.5,1583,0.348837209302326,0,15,0,0,0,2.30232558139535,2,99,12.8333333333333,14.5,462,23,20,53.4884,46.5116,0,43,0,100,0,43,0,100,7,6,9,5,14,2,0,16.2791,13.9535,20.9302,11.6279,32.5581,4.6512,0,2,41,4.6512,95.3488,11,32,25.5814,74.4186,"40.2991","-74.677",43,737850
39.9047619047619,39,1676,0.232558139534884,0,10,0,0,0,2.2093023255814,2,95,11.3783783783784,10,421,24,19,55.814,44.186,2,41,4.6512,95.3488,0,43,0,100,8,11,4,10,8,0,2,18.6047,25.5814,9.3023,23.2558,18.6047,0,4.6512,0,43,0,100,21,22,48.8372,51.1628,"40.3309","-74.6386",43,737850
41.0697674418605,39,1766,0.395348837209302,0,17,0,0,0,1.90697674418605,2,82,9.73809523809524,9,409,20,23,46.5116,53.4884,0,43,0,100,0,43,0,100,7,10,8,5,9,2,2,16.2791,23.2558,18.6047,11.6279,20.9302,4.6512,4.6512,2,41,4.6512,95.3488,15,28,34.8837,65.1163,"40.2575","-74.6197",43,737850
42,43,1680,0.357142857142857,0,15,0,0,0,2.28571428571429,2,96,12.2894736842105,13,467,22,19,53.6585,46.3415,0,42,0,100,0,42,0,100,7,4,5,14,4,6,2,16.6667,9.5238,11.9048,33.3333,9.5238,14.2857,4.7619,6,36,14.2857,85.7143,18,24,42.8571,57.1429,"40.3378","-74.6303",42,737847.5
42.1666666666667,43,1771,0.69047619047619,0.5,29,0,0,0,2.04761904761905,2,86,11.5714285714286,9.5,486,21,21,50,50,0,42,0,100,2,40,4.7619,95.2381,5,4,14,11,4,2,2,11.9048,9.5238,33.3333,26.1905,9.5238,4.7619,4.7619,2,40,4.7619,95.2381,15,27,35.7143,64.2857,"40.2909","-74.5828",42,737847.5
28.725,22,1149,0.25,0,10,0,0,0,2.05,2,82,11.7222222222222,11,422,18,22,45,55,0,40,0,100,0,40,0,100,0,14,16,5,4,1,0,0,35,40,12.5,10,2.5,0,1,39,2.5,97.5,19,21,47.5,52.5,"40.251","-74.6524",40,737846
42.6052631578947,44,1619,0.282051282051282,0,11,0,0,0,2.07692307692308,2,81,15.2051282051282,17,593,17,21,44.7368,55.2632,0,39,0,100,0,39,0,100,4,4,6,8,10,7,0,10.2564,10.2564,15.3846,20.5128,25.641,17.9487,0,7,32,17.9487,82.0513,12,27,30.7692,69.2308,"40.3042","-74.6324",39,737844
42.5128205128205,43,1658,0.179487179487179,0,7,0,0,0,2.23076923076923,2,87,10.1818181818182,11,336,26,13,66.6667,33.3333,3,36,7.6923,92.3077,0,39,0,100,6,2,6,9,7,2,7,15.3846,5.1282,15.3846,23.0769,17.9487,5.1282,17.9487,2,37,5.1282,94.8718,11,28,28.2051,71.7949,"40.3373","-74.6309",39,737844
45,40,1755,0.948717948717949,1,37,0,0,0,2.12820512820513,2,83,13.1794871794872,14,514,24,15,61.5385,38.4615,0,39,0,100,0,39,0,100,9,9,8,7,2,0,4,23.0769,23.0769,20.5128,17.9487,5.1282,0,10.2564,0,39,0,100,16,23,41.0256,58.9744,"40.2908","-74.5828",39,737844
41.2368421052632,40.5,1567,0.263157894736842,0,10,0,0,0,2.15789473684211,2,82,14.1578947368421,13,538,20,18,52.6316,47.3684,0,38,0,100,0,38,0,100,6,3,9,4,6,6,4,15.7895,7.8947,23.6842,10.5263,15.7895,15.7895,10.5263,6,32,15.7895,84.2105,7,31,18.4211,81.5789,"40.3018","-74.6828",38,737841
41.2,43,1442,0.236842105263158,0,9,0,0,0,1.94736842105263,2,74,13.1081081081081,11,485,26,9,74.2857,25.7143,2,36,5.2632,94.7368,0,38,0,100,8,11,3,4,5,1,6,21.0526,28.9474,7.8947,10.5263,13.1579,2.6316,15.7895,1,37,2.6316,97.3684,15,23,39.4737,60.5263,"40.343","-74.6609",38,737841
35.5945945945946,32,1317,0.105263157894737,0,4,0,0,0,2.15789473684211,2,82,13.4444444444444,14,484,18,16,52.9412,47.0588,0,38,0,100,0,38,0,100,0,4,13,4,15,2,0,0,10.5263,34.2105,10.5263,39.4737,5.2632,0,2,36,5.2632,94.7368,8,30,21.0526,78.9474,"40.3331","-74.636",38,737841
45.8611111111111,41.5,1651,0.444444444444444,0,16,0,0,0,2.11111111111111,2,76,15.1666666666667,16,546,20,16,55.5556,44.4444,2,34,5.5556,94.4444,0,36,0,100,5,13,6,3,5,2,2,13.8889,36.1111,16.6667,8.3333,13.8889,5.5556,5.5556,2,34,5.5556,94.4444,16,20,44.4444,55.5556,"40.3464","-74.6676",36,737838
38.6,38,1351,0.222222222222222,0,8,0,0,0,2.16666666666667,2,78,10.2758620689655,9,298,20,16,55.5556,44.4444,0,36,0,100,0,36,0,100,4,9,2,9,4,4,4,11.1111,25,5.5556,25,11.1111,11.1111,11.1111,4,32,11.1111,88.8889,18,18,50,50,"40.3317","-74.6377",36,737838
37.2121212121212,36,1228,0.5,0,18,0,0,0,2.22222222222222,2,80,13.0588235294118,14,444,16,19,45.7143,54.2857,0,36,0,100,0,36,0,100,10,0,0,10,4,4,8,27.7778,0,0,27.7778,11.1111,11.1111,22.2222,4,32,11.1111,88.8889,10,26,27.7778,72.2222,"40.332","-74.6373",36,737838
38.969696969697,36,1286,0.0294117647058824,0,1,0,0,0,2.11764705882353,2,72,13.375,14,428,18,16,52.9412,47.0588,3,31,8.8235,91.1765,0,34,0,100,10,8,4,2,6,4,0,29.4118,23.5294,11.7647,5.8824,17.6471,11.7647,0,4,30,11.7647,88.2353,10,24,29.4118,70.5882,"40.3384","-74.6296",34,737836
48.9,46,1467,0,0,0,0,0,0,1.96969696969697,2,65,12.4545454545455,13,411,14,16,46.6667,53.3333,0,33,0,100,0,33,0,100,2,4,9,4,8,4,2,6.0606,12.1212,27.2727,12.1212,24.2424,12.1212,6.0606,4,29,12.1212,87.8788,8,25,24.2424,75.7576,"40.3485","-74.6637",33,737834.5
35.4,31,708,0.0909090909090909,0,3,0,0,0,1.96969696969697,2,65,14.9677419354839,15,464,14,6,70,30,1,32,3.0303,96.9697,0,33,0,100,4,2,6,4,2,13,2,12.1212,6.0606,18.1818,12.1212,6.0606,39.3939,6.0606,13,20,39.3939,60.6061,6,27,18.1818,81.8182,"40.352","-74.6519",33,737834.5
39.258064516129,40,1217,0.3125,0,10,0,0,0,1.9375,2,62,15.7826086956522,17,363,11,20,35.4839,64.5161,0,32,0,100,0,32,0,100,5,6,0,8,5,5,3,15.625,18.75,0,25,15.625,15.625,9.375,5,27,15.625,84.375,14,18,43.75,56.25,"40.3123","-74.6611",32,737831
34.5,30.5,897,0,0,0,0,0,0,1.9375,2,62,15.34375,16,491,17,10,62.963,37.037,0,32,0,100,0,32,0,100,2,6,6,6,2,6,4,6.25,18.75,18.75,18.75,6.25,18.75,12.5,6,26,18.75,81.25,12,20,37.5,62.5,"40.343","-74.6607",32,737831
40.7931034482759,37,1183,0.125,0,4,0,0,0,2.25,2,72,12.9285714285714,11,362,19,11,63.3333,36.6667,0,32,0,100,0,32,0,100,11,4,3,10,2,2,0,34.375,12.5,9.375,31.25,6.25,6.25,0,2,30,6.25,93.75,14,18,43.75,56.25,"40.3185","-74.6536",32,737831
44.3548387096774,41,1375,0.1875,0,6,0,0,0,1.9375,2,62,13.3333333333333,14,400,18,13,58.0645,41.9355,1,31,3.125,96.875,0,32,0,100,5,6,4,9,4,2,2,15.625,18.75,12.5,28.125,12.5,6.25,6.25,2,30,6.25,93.75,15,17,46.875,53.125,"40.354","-74.6454",32,737831
44.375,46,1420,0.125,0,4,0,0,0,2,2,64,12.1875,12.5,390,17,15,53.125,46.875,0,32,0,100,0,32,0,100,6,8,2,8,6,0,2,18.75,25,6.25,25,18.75,0,6.25,0,32,0,100,16,16,50,50,"40.315","-74.6231",32,737831
40.6,40.5,1218,0.193548387096774,0,6,0,0,0,1.96774193548387,2,61,15.4838709677419,17,480,11,20,35.4839,64.5161,0,31,0,100,0,31,0,100,4,11,0,2,6,0,8,12.9032,35.4839,0,6.4516,19.3548,0,25.8065,0,31,0,100,13,18,41.9355,58.0645,"40.2997","-74.6808",31,737827.5
42.4838709677419,45,1317,0.387096774193548,0,12,0,0,0,2.06451612903226,2,64,14.1071428571429,16,395,14,17,45.1613,54.8387,0,31,0,100,0,31,0,100,6,4,1,11,5,2,2,19.3548,12.9032,3.2258,35.4839,16.129,6.4516,6.4516,2,29,6.4516,93.5484,15,16,48.3871,51.6129,"40.307","-74.6675",31,737827.5
43.1724137931034,41,1252,0.533333333333333,0,16,0,0,0,1.86666666666667,2,56,10.4615384615385,8.5,272,20,9,68.9655,31.0345,0,30,0,100,0,30,0,100,8,6,10,0,4,2,0,26.6667,20,33.3333,0,13.3333,6.6667,0,2,28,6.6667,93.3333,6,24,20,80,"40.3428","-74.6722",30,737824
42.3333333333333,40,1270,0.666666666666667,0,20,0,0,0,2.26666666666667,2,68,11.5,11.5,299,13,17,43.3333,56.6667,2,28,6.6667,93.3333,0,30,0,100,0,4,2,9,2,13,0,0,13.3333,6.6667,30,6.6667,43.3333,0,13,17,43.3333,56.6667,13,17,43.3333,56.6667,"40.2777","-74.6698",30,737824
40.8333333333333,44.5,1225,0.0666666666666667,0,2,0,0,0,3.2,2,96,11.7692307692308,10,306,14,16,46.6667,53.3333,0,30,0,100,0,30,0,100,7,2,7,10,4,0,0,23.3333,6.6667,23.3333,33.3333,13.3333,0,0,0,30,0,100,12,18,40,60,"40.3236","-74.6475",30,737824
