"Latitude","Longitude"
40.17718,-74.70309
40.17718,-74.70309
40.13642,-74.70426
40.13642,-74.70426
40.12841,-74.71567
40.12841,-74.71567
40.12996,-74.6948
40.16673,-74.68787
40.16584,-74.69994
40.16584,-74.69994
40.16584,-74.69994
40.12283,-74.7065
40.12283,-74.7065
40.11994,-74.70655
40.11994,-74.70655
40.15795,-74.70052
40.15795,-74.70052
40.12109,-74.70659
40.12109,-74.70659
40.12636,-74.73833
40.12636,-74.73833
40.13749,-74.70374
40.13749,-74.70374
40.13885,-74.70813
40.13885,-74.70813
40.1386,-74.70861
40.1386,-74.70861
40.13663,-74.70389
40.15396,-74.69967
40.15396,-74.69967
40.15462,-74.70006
40.13642,-74.70426
40.13642,-74.70426
40.15898,-74.70055
40.15898,-74.70055
40.13003,-74.72897
40.16584,-74.69994
40.16584,-74.69994
40.12152,-74.70658
40.12152,-74.70658
40.12152,-74.70658
40.12152,-74.70658
40.12152,-74.70658
40.12123,-74.70659
40.12123,-74.70659
40.1629,-74.69094
40.15024,-74.70015
40.12461,-74.68752
40.12461,-74.68752
40.13606,-74.70398
40.13606,-74.70398
40.13518,-74.71584
40.12659,-74.71827
40.12659,-74.71827
40.1326,-74.72241
40.1326,-74.72241
40.12109,-74.70659
40.12109,-74.70659
40.13978,-74.70688
40.13978,-74.70688
40.12503,-74.71631
40.12503,-74.71631
40.12499,-74.70616
40.12499,-74.70616
40.14471,-74.69799
40.14471,-74.69799
40.14471,-74.69799
40.14471,-74.69799
40.13642,-74.70426
40.13642,-74.70426
40.13749,-74.70374
40.13749,-74.70374
40.13749,-74.70374
40.13749,-74.70374
40.1336,-74.70438
40.12539,-74.73963
40.12539,-74.73963
40.1336,-74.70438
40.13531,-74.7155
40.13531,-74.7155
40.1202,-74.71034
40.1202,-74.71034
40.11888,-74.70781
40.13161,-74.72494
40.13161,-74.72494
40.1399,-74.70697
40.1399,-74.70697
40.12829,-74.70546
40.12829,-74.70546
40.12461,-74.68752
40.12461,-74.68752
40.12586,-74.71736
40.12586,-74.71736
40.13537,-74.71534
40.14883,-74.70061
40.14883,-74.70061
40.14096,-74.70429
40.14096,-74.70429
40.13551,-74.715
40.13221,-74.72341
40.13221,-74.72341
40.16869,-74.68626
40.16869,-74.68626
40.12461,-74.68752
40.12461,-74.68752
40.12461,-74.68752
40.17718,-74.70309
40.17718,-74.70309
40.14514,-74.70038
40.14514,-74.70038
40.14087,-74.70444
40.14087,-74.70444
40.16147,-74.70033
40.16147,-74.70033
40.14331,-74.70226
40.14331,-74.70226
40.13877,-74.70829
40.13877,-74.70829
40.13877,-74.70829
40.1584,-74.70055
40.1584,-74.70055
40.12539,-74.73963
40.12539,-74.73963
40.14308,-74.68901
40.14308,-74.68901
40.18021,-74.70436
40.18021,-74.70436
40.11936,-74.7093
40.11936,-74.7093
40.13597,-74.71383
40.12871,-74.73233
40.16846,-74.68647
40.16846,-74.68647
40.16846,-74.68647
40.12788,-74.69001
40.13885,-74.70813
40.13978,-74.70688
40.13978,-74.70688
40.14925,-74.70048
40.14925,-74.70048
40.12461,-74.68752
40.12461,-74.68752
40.12886,-74.70533
40.12886,-74.70533
40.13869,-74.70845
40.13869,-74.70845
40.15793,-74.69486
40.12094,-74.70658
40.12094,-74.70658
40.12915,-74.70527
40.12915,-74.70527
40.11888,-74.70781
40.11888,-74.70781
40.1176,-74.70936
40.1176,-74.70936
40.1176,-74.70936
40.13749,-74.70374
40.13749,-74.70374
40.12557,-74.70604
40.12557,-74.70604
40.15869,-74.6943
40.15869,-74.6943
40.15869,-74.6943
40.15869,-74.6943
40.15869,-74.6943
40.15869,-74.6943
40.13885,-74.70813
40.13885,-74.70813
40.13885,-74.70813
40.13221,-74.72341
40.13221,-74.72341
40.14471,-74.69799
40.14471,-74.69799
40.13749,-74.70374
40.13749,-74.70374
40.13749,-74.70374
40.15328,-74.69933
40.15328,-74.69933
40.16315,-74.69075
40.16315,-74.69075
40.12886,-74.70533
40.12886,-74.70533
40.13953,-74.70668
40.13953,-74.70668
40.13504,-74.70414
40.13504,-74.70414
40.12094,-74.70658
40.12094,-74.70658
40.12031,-74.71047
40.12031,-74.71047
40.12031,-74.71047
40.12872,-74.70536
40.14132,-74.7037
40.13629,-74.70417
40.13629,-74.70417
40.12035,-74.70657
40.12035,-74.70657
40.13221,-74.72341
40.13221,-74.72341
40.16584,-74.69994
40.16584,-74.69994
40.11971,-74.70675
40.11971,-74.70675
40.17168,-74.69939
40.17101,-74.68313
40.12557,-74.70604
40.13221,-74.72341
40.13221,-74.72341
40.16869,-74.68626
40.16869,-74.68626
40.16439,-74.70008
40.13221,-74.72341
40.13221,-74.72341
40.13221,-74.72341
40.13221,-74.72341
40.14939,-74.70044
40.14939,-74.70044
40.13879,-74.71631
40.13465,-74.71719
40.13399,-74.71887
40.13201,-74.72392
40.13201,-74.72392
40.13221,-74.72341
40.13221,-74.72341
40.11993,-74.70655
40.11993,-74.70655
40.12461,-74.68752
40.12461,-74.68752
40.13885,-74.70813
40.13885,-74.70813
40.12152,-74.70658
40.12152,-74.70658
40.1221,-74.70656
40.1221,-74.70656
40.16661,-74.68797
40.16661,-74.68797
40.14331,-74.70226
40.14331,-74.70226
40.14185,-74.70305
40.12138,-74.70658
40.12138,-74.70658
40.12996,-74.6948
40.12996,-74.6948
40.17101,-74.68313
40.13852,-74.70877
40.13852,-74.70877
40.16686,-74.68777
40.16686,-74.68777
40.12485,-74.70619
40.12485,-74.70619
40.14003,-74.70599
40.15806,-74.69477
40.15806,-74.69477
40.16266,-74.69114
40.16266,-74.69114
40.11899,-74.70768
40.11899,-74.70768
40.16117,-74.70036
40.13885,-74.70813
40.13885,-74.70813
40.13885,-74.70813
40.16129,-74.69224
40.16129,-74.69224
40.12943,-74.73049
40.12461,-74.68752
40.12461,-74.68752
40.12841,-74.71567
40.12841,-74.71567
40.17693,-74.7029
40.17693,-74.7029
40.17693,-74.7029
40.12461,-74.68752
40.12461,-74.68752
40.13953,-74.70668
40.13953,-74.70668
40.12837,-74.69039
40.16869,-74.68626
40.16869,-74.68626
40.13885,-74.70813
40.14087,-74.72021
40.16266,-74.69114
40.16266,-74.69114
40.16266,-74.69114
40.13172,-74.72465
40.13172,-74.72465
40.13877,-74.70829
40.13877,-74.70829
40.13548,-74.70337
40.1221,-74.70656
40.1221,-74.70656
40.14331,-74.70226
40.14331,-74.70226
40.14331,-74.70226
40.14331,-74.70226
40.12829,-74.70546
40.12829,-74.70546
40.13221,-74.72341
40.13221,-74.72341
40.12152,-74.70658
40.12152,-74.70658
40.13978,-74.70688
40.13978,-74.70688
40.1399,-74.70697
40.1399,-74.70697
40.16166,-74.69194
40.12461,-74.68752
40.12461,-74.68752
40.12123,-74.70659
40.12123,-74.70659
40.1362,-74.70396
40.1362,-74.70396
40.15283,-74.69848
40.15283,-74.69848
40.17718,-74.70309
40.17718,-74.70309
40.11775,-74.70633
40.11775,-74.70633
40.12239,-74.70654
40.12239,-74.70654
40.12239,-74.70654
40.14451,-74.69689
40.14451,-74.69689
40.14096,-74.70429
40.14096,-74.70429
40.1286,-74.69062
40.16584,-74.69994
40.16584,-74.69994
40.14514,-74.70038
40.14514,-74.70038
40.12849,-74.6905
40.12849,-74.6905
40.13879,-74.71631
40.13879,-74.71631
40.13852,-74.70877
40.13852,-74.70877
40.13044,-74.70499
40.13044,-74.70499
40.17326,-74.6998
40.17326,-74.6998
40.13851,-74.71622
40.13851,-74.71622
40.1342,-74.71531
40.1342,-74.71531
40.12559,-74.71659
40.13531,-74.7155
40.13531,-74.7155
40.13565,-74.71552
40.12699,-74.71607
40.1512,-74.71865
40.12841,-74.71567
40.12699,-74.71607
40.12699,-74.71607
40.14979,-74.71906
40.14979,-74.71906
40.14129,-74.71727
40.14129,-74.71727
40.14129,-74.71727
40.12699,-74.71607
40.12699,-74.71607
40.14835,-74.71928
40.12699,-74.71607
40.12699,-74.71607
40.12699,-74.71607
40.11915,-74.7209
40.11915,-74.7209
40.13879,-74.71631
40.11915,-74.7209
40.11915,-74.7209
40.13879,-74.71631
40.13879,-74.71631
40.14689,-74.71927
40.14689,-74.71927
40.14835,-74.71928
40.12699,-74.71607
40.12699,-74.71607
40.1216,-74.71885
40.17621,-74.70222
40.17621,-74.70222
40.13708,-74.71583
40.12699,-74.71607
40.12699,-74.71607
40.12699,-74.71607
40.12699,-74.71607
40.13879,-74.71631
40.13879,-74.71631
40.13991,-74.7167
40.13991,-74.7167
40.13879,-74.71631
40.13879,-74.71631
40.14835,-74.71928
40.14835,-74.71928
40.13565,-74.71552
40.13565,-74.71552
40.13708,-74.71583
40.13565,-74.71552
40.13879,-74.71631
40.12841,-74.71567
40.12841,-74.71567
40.1216,-74.71885
40.1216,-74.71885
40.13991,-74.7167
40.13991,-74.7167
40.12422,-74.71723
40.13991,-74.7167
40.14835,-74.71928
40.1216,-74.71885
40.1216,-74.71885
40.13879,-74.71631
40.12289,-74.71797
40.14129,-74.71727
40.12586,-74.71736
40.12586,-74.71736
40.14129,-74.71727
40.14268,-74.71788
40.14268,-74.71788
40.13879,-74.71631
40.13879,-74.71631
40.11945,-74.70608
40.11945,-74.70608
40.12677,-74.69692
40.12677,-74.69692
40.13851,-74.71622
40.13851,-74.71622
40.12677,-74.69692
40.12677,-74.69692
40.11998,-74.70543
40.11998,-74.70543
40.12206,-74.70281
40.12206,-74.70281
40.12133,-74.70373
40.12133,-74.70373
40.11998,-74.70543
40.11998,-74.70543
40.12144,-74.7036
40.12144,-74.7036
40.12833,-74.69496
40.12833,-74.69496
40.11679,-74.70929
40.11679,-74.70929
40.1231,-74.7015
40.1231,-74.7015
40.1231,-74.7015
40.12112,-74.70399
40.13563,-74.68579
40.12519,-74.69889
40.12519,-74.69889
40.12729,-74.69627
40.12729,-74.69627
40.12519,-74.69889
40.13459,-74.6871
40.13459,-74.6871
40.12624,-74.69757
40.11998,-74.70543
40.11998,-74.70543
40.11679,-74.70929
40.11679,-74.70929
40.13459,-74.6871
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12624,-74.69757
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12415,-74.70019
40.12415,-74.70019
40.12102,-74.70413
40.12102,-74.70413
40.12206,-74.70281
40.13668,-74.68448
40.13459,-74.6871
40.13668,-74.68448
40.11786,-74.70802
40.11786,-74.70802
40.12206,-74.70281
40.12206,-74.70281
40.12519,-74.69889
40.12519,-74.69889
40.13459,-74.6871
40.13459,-74.6871
40.12729,-74.69627
40.12729,-74.69627
40.13459,-74.6871
40.13459,-74.6871
40.12624,-74.69757
40.12833,-74.69496
40.12833,-74.69496
40.12206,-74.70281
40.12206,-74.70281
40.12937,-74.69366
40.12937,-74.69366
40.11893,-74.70673
40.11893,-74.70673
40.12645,-74.69731
40.12645,-74.69731
40.12415,-74.70019
40.12415,-74.70019
40.12729,-74.69627
40.12729,-74.69627
40.12729,-74.69627
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.12415,-74.70019
40.12206,-74.70281
40.12415,-74.70019
40.12415,-74.70019
40.12415,-74.70019
40.12206,-74.70281
40.13563,-74.68579
40.13355,-74.68841
40.1325,-74.68972
40.1325,-74.68972
40.12519,-74.69889
40.12206,-74.70281
40.12206,-74.70281
40.1325,-74.68972
40.1325,-74.68972
40.13668,-74.68448
40.13668,-74.68448
40.13355,-74.68841
40.12206,-74.70281
40.12206,-74.70281
40.1325,-74.68972
40.1325,-74.68972
40.12206,-74.70281
40.12133,-74.70373
40.12133,-74.70373
40.13146,-74.69103
40.13146,-74.69103
40.13563,-74.68579
40.13459,-74.6871
40.13459,-74.6871
40.11679,-74.70929
40.11679,-74.70929
40.12729,-74.69627
40.12729,-74.69627
40.13668,-74.68448
40.12206,-74.70281
40.13459,-74.6871
40.13459,-74.6871
40.12206,-74.70281
40.12206,-74.70281
40.12206,-74.70281
40.11679,-74.70929
40.11679,-74.70929
40.12729,-74.69627
40.12729,-74.69627
40.12206,-74.70281
40.12206,-74.70281
40.11893,-74.70673
40.11893,-74.70673
40.12102,-74.70413
40.12102,-74.70413
40.12729,-74.69627
40.12206,-74.70281
40.12206,-74.70281
40.1231,-74.7015
40.11998,-74.70543
40.11998,-74.70543
40.12833,-74.69496
40.12833,-74.69496
40.11679,-74.70929
40.11679,-74.70929
40.1231,-74.7015
40.12206,-74.70281
40.12206,-74.70281
40.12102,-74.70413
40.12102,-74.70413
40.12206,-74.70281
40.12206,-74.70281
40.11893,-74.70673
40.11893,-74.70673
40.11893,-74.70673
40.12206,-74.70281
40.12729,-74.69627
40.12519,-74.69889
40.1128,-74.82856
40.1128,-74.82856
40.11852,-74.82587
40.11548,-74.8251
40.11548,-74.8251
40.11548,-74.8251
40.11699,-74.83041
40.11699,-74.83041
40.11648,-74.82864
40.11648,-74.82864
40.11548,-74.8251
40.11648,-74.82864
40.11648,-74.82864
40.11648,-74.82864
40.11296,-74.81625
40.11296,-74.81625
40.11648,-74.82864
40.11648,-74.82864
40.11593,-74.8267
40.11598,-74.82688
40.11648,-74.82864
40.11648,-74.82864
40.11347,-74.81801
40.11347,-74.81801
40.11296,-74.81625
40.11296,-74.81625
40.11648,-74.82864
40.1241,-74.68715
40.11237,-74.62917
40.11237,-74.62917
40.11525,-74.63998
40.13367,-74.66714
40.10724,-74.67447
40.10724,-74.67447
40.11282,-74.63095
40.11305,-74.63185
40.10062,-74.64521
40.13902,-74.67606
40.11698,-74.642
40.14176,-74.68167
40.14176,-74.68167
40.1454,-74.64539
40.13302,-74.64596
40.13302,-74.64596
40.11832,-74.68278
40.11506,-74.63971
40.13083,-74.66238
40.13083,-74.66238
40.12976,-74.6606
40.11757,-74.69937
40.12147,-74.68514
40.12436,-74.68733
40.12326,-74.64976
40.10208,-74.61535
40.10208,-74.61535
40.10764,-74.61101
40.10764,-74.61101
40.13522,-74.64742
40.13092,-74.66253
40.13092,-74.66253
40.11832,-74.68278
40.13562,-74.64688
40.13562,-74.64688
40.11525,-74.63998
40.11525,-74.63998
40.13485,-74.64659
40.12629,-74.65481
40.12911,-74.64462
40.13636,-74.67159
40.1158,-74.6809
40.11354,-74.67918
40.11354,-74.67918
40.12911,-74.64462
40.11785,-74.64301
40.11785,-74.64301
40.12736,-74.65659
40.11895,-74.68325
40.11895,-74.68325
40.14083,-74.679
40.14083,-74.679
40.14138,-74.67858
40.1586,-74.65697
40.1586,-74.65697
40.15338,-74.66351
40.15338,-74.66351
40.14607,-74.67269
40.14607,-74.67269
40.14086,-74.67923
40.14086,-74.67923
40.1586,-74.65697
40.1586,-74.65697
40.14294,-74.67661
40.14294,-74.67661
40.1492,-74.66876
40.14711,-74.67138
40.14711,-74.67138
40.13981,-74.68054
40.13981,-74.68054
40.14399,-74.6753
40.14399,-74.6753
40.15964,-74.65566
40.15964,-74.65566
40.15964,-74.65566
